title,release_year,category,duration,country,type,rating,Year,Content spend ($bn),Revenue ($bn),Gross Profit ($bn),Net Income ($bn),Paid Subscribers (mm)
Million Pound Menu,2019,"British TV Shows, International TV Shows, Reality TV",2 Seasons,United Kingdom,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
MINDHUNTER,2019,"Crime TV Shows, TV Dramas, TV Mysteries",2 Seasons,United States,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Mine 9,2019,"Dramas, Independent Movies",83 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Miracle in Cell No. 7,2019,"Dramas, International Movies",132 min,Turkey,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Miraculous: Tales of Ladybug & Cat Noir,2019,"Kids' TV, TV Action & Adventure",5 Seasons,"France, South Korea, Japan",TV Show,TV-Y7,2019,13.9,20.1,7.7,1.9,167.09
Miranda Sings LiveYour Welcome,2019,Stand-Up Comedy,62 min,United States,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Mischief,2019,"Comedies, Dramas, International Movies",120 min,India,Movie,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
Misfit 2,2019,"Children & Family Movies, Comedies, International Movies",82 min,Netherlands,Movie,TV-G,2019,13.9,20.1,7.7,1.9,167.09
Miss Culinary,2019,"International TV Shows, Romantic TV Shows, TV Comedies",1 Season,Not Given,TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Miss Virginia,2019,"Dramas, Independent Movies",102 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Mo Gilligan: Momentum,2019,Stand-Up Comedy,64 min,United Kingdom,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Mohamed Hussein,2019,"Comedies, International Movies",96 min,Egypt,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Mokalik (Mechanic),2019,"Dramas, International Movies",100 min,Nigeria,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Money Trap,2019,"Comedies, Dramas, International Movies",122 min,Turkey,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Mortel,2019,"Crime TV Shows, International TV Shows, TV Dramas",1 Season,France,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Motichoor Chaknachoor,2019,"Comedies, Dramas, International Movies",132 min,India,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Motown Magic,2019,Kids' TV,2 Seasons,"Australia, United States",TV Show,TV-Y,2019,13.9,20.1,7.7,1.9,167.09
Mujeres arriba,2019,"Comedies, International Movies, Romantic Movies",98 min,Chile,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Murder Mystery,2019,Comedies,98 min,United States,Movie,PG-13,2019,13.9,20.1,7.7,1.9,167.09
Music Teacher,2019,"Dramas, Independent Movies, International Movies",102 min,India,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
My Country: The New Age,2019,"International TV Shows, Korean TV Shows, TV Action & Adventure",1 Season,South Korea,TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
My Dear Warrior,2019,"International TV Shows, Romantic TV Shows, TV Comedies",1 Season,Thailand,TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
My First First Love,2019,"International TV Shows, Korean TV Shows, Romantic TV Shows",2 Seasons,South Korea,TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
My Husband Won't Fit,2019,"International TV Shows, Romantic TV Shows, TV Dramas",1 Season,Japan,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
My Next Guest with David Letterman and Shah Rukh Khan,2019,International Movies,61 min,Not Given,Movie,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
My Stupid Boss 2,2019,"Comedies, International Movies",95 min,Indonesia,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Mythomaniac,2019,"International TV Shows, TV Comedies, TV Dramas",1 Season,France,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Nailed It! France,2019,"International TV Shows, Reality TV",1 Season,France,TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Nailed It! Holiday!,2019,Reality TV,2 Seasons,United States,TV Show,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
Nailed It! Spain,2019,"International TV Shows, Reality TV, Spanish-Language TV Shows",1 Season,Spain,TV Show,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
Narcoworld: Dope Stories,2019,"Crime TV Shows, Docuseries",1 Season,United States,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Nate Bargatze: The Tennessee Kid,2019,Stand-Up Comedy,61 min,United States,Movie,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
Ne Zha,2019,"Action & Adventure, Comedies, International Movies",110 min,China,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Nikki Glaser: Bangin,2019,Stand-Up Comedy,64 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Nimbe,2019,"Dramas, International Movies",115 min,Nigeria,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
NiNoKuni,2019,"Action & Adventure, Anime Features, Children & Family Movies",107 min,Japan,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
No Good Nick,2019,"Kids' TV, TV Comedies, TV Dramas",2 Seasons,United States,TV Show,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
No Time for Shame,2019,"International TV Shows, Reality TV, Spanish-Language TV Shows",1 Season,Argentina,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Noblemen,2019,"Dramas, Independent Movies, International Movies",109 min,India,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Nobody's Looking,2019,"International TV Shows, TV Comedies, TV Dramas",1 Season,Brazil,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Norm of the North: Keys to the Kingdom,2019,Children & Family Movies,92 min,"India, United States",Movie,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
Norm of the North: King Sized Adventure,2019,"Children & Family Movies, Comedies",90 min,"United States, India, South Korea, China",Movie,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
Northern Rescue,2019,TV Dramas,1 Season,Canada,TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Nothing to Lose 2,2019,"Dramas, Faith & Spirituality, International Movies",97 min,Brazil,Movie,PG-13,2019,13.9,20.1,7.7,1.9,167.09
Nowhere Man,2019,"Crime TV Shows, International TV Shows, TV Action & Adventure",1 Season,Taiwan,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Numberblocks,2019,Kids' TV,5 Seasons,United Kingdom,TV Show,TV-Y,2019,13.9,20.1,7.7,1.9,167.09
Occupied,2019,"International TV Shows, TV Dramas, TV Thrillers",3 Seasons,"Norway, Sweden",TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
"Oh, Ramona!",2019,"Comedies, International Movies",109 min,Romania,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Oh! Baby,2019,"Comedies, International Movies, Music & Musicals",157 min,India,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Oh! Baby (Malayalam),2019,"Comedies, International Movies, Music & Musicals",146 min,Not Given,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Oh! Baby (Tamil),2019,"Comedies, International Movies, Music & Musicals",146 min,Not Given,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Once Upon a Time,2019,"International TV Shows, Romantic TV Shows, TV Dramas",1 Season,Egypt,TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Once Upon A Time In Lingjian Mountain,2019,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",1 Season,China,TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Once Upon a Time in London,2019,"Dramas, International Movies",111 min,United Kingdom,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
One Day at a Time,2019,TV Comedies,3 Seasons,United States,TV Show,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
One Day: Justice Delivered,2019,"Dramas, International Movies",120 min,India,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
One Spring Night,2019,"International TV Shows, Korean TV Shows, Romantic TV Shows",1 Season,South Korea,TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Only,2019,"Dramas, Independent Movies, Romantic Movies",97 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Oprah Presents When They See Us Now,2019,Documentaries,61 min,United States,Movie,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
Orange Is the New Black,2019,"TV Comedies, TV Dramas",7 Seasons,United States,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Osmosis,2019,"International TV Shows, TV Dramas, TV Mysteries",1 Season,France,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Otherhood,2019,Comedies,101 min,"United Kingdom, United States",Movie,R,2019,13.9,20.1,7.7,1.9,167.09
Oththa Seruppu Size 7,2019,"Dramas, International Movies, Thrillers",103 min,India,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Our Godfather,2019,"Documentaries, International Movies",93 min,United Kingdom,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Our Planet,2019,"Docuseries, Science & Nature TV",1 Season,"United States, United Kingdom",TV Show,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
Our Planet - Behind The Scenes,2019,Documentaries,63 min,United Kingdom,Movie,TV-G,2019,13.9,20.1,7.7,1.9,167.09
Pachamama,2019,Children & Family Movies,71 min,"France, Luxembourg, Canada",Movie,PG,2019,13.9,20.1,7.7,1.9,167.09
Paddleton,2019,"Comedies, Dramas, Independent Movies",89 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Paharganj,2019,"Dramas, Independent Movies, International Movies",107 min,India,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Palazuelos mi rey,2019,"International TV Shows, Reality TV, Spanish-Language TV Shows",1 Season,Not Given,TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Panipat - The Great Betrayal,2019,"Dramas, International Movies, Romantic Movies",171 min,India,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Paradise Beach,2019,"Action & Adventure, Dramas, International Movies",94 min,France,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Parchís: the Documentary,2019,"Documentaries, International Movies, Music & Musicals",106 min,Spain,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Paris Is Us,2019,"Dramas, Independent Movies, International Movies",84 min,France,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Park Na-rae: Glamour Warning,2019,Stand-Up Comedy,63 min,South Korea,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Patria,2019,"Documentaries, International Movies",90 min,Mexico,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
PATRICK (2019),2019,Comedies,94 min,United Kingdom,Movie,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
Peaky Blinders,2019,"British TV Shows, Crime TV Shows, International TV Shows",5 Seasons,United Kingdom,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Pegasus,2019,"Comedies, Dramas, International Movies",98 min,China,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Penalty,2019,"Dramas, Independent Movies, International Movies",125 min,India,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Persona,2019,"International TV Shows, Korean TV Shows, TV Dramas",1 Season,South Korea,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Petta,2019,"Action & Adventure, Comedies, Dramas",170 min,India,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Petta (Telugu Version),2019,"Action & Adventure, Comedies, Dramas",170 min,Not Given,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
PILI Fantasy: War of Dragons,2019,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",1 Season,Not Given,TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Pinkfong & Baby Shark's Space Adventure,2019,Children & Family Movies,65 min,Not Given,Movie,TV-Y,2019,13.9,20.1,7.7,1.9,167.09
Pinky Malinky,2019,"Kids' TV, TV Comedies",3 Seasons,United States,TV Show,TV-Y7,2019,13.9,20.1,7.7,1.9,167.09
Playing with Fire,2019,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",1 Season,United States,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Point Blank,2019,Action & Adventure,87 min,"France, United States",Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Pokémon the Series,2019,"Anime Series, Kids' TV",3 Seasons,Not Given,TV Show,TV-Y7,2019,13.9,20.1,7.7,1.9,167.09
Pokémon: Mewtwo Strikes Back - Evolution,2019,"Anime Features, Children & Family Movies",98 min,Japan,Movie,TV-Y7,2019,13.9,20.1,7.7,1.9,167.09
Polar,2019,"Action & Adventure, International Movies",119 min,"United States, Germany",Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Polaroid,2019,Horror Movies,88 min,"United States, Norway, Canada",Movie,PG-13,2019,13.9,20.1,7.7,1.9,167.09
Pose,2019,TV Dramas,2 Seasons,United States,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Possessed,2019,"Crime TV Shows, International TV Shows, Korean TV Shows",1 Season,South Korea,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Pranaam,2019,"Action & Adventure, Dramas, International Movies",117 min,India,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Prank Encounters,2019,"Reality TV, TV Comedies, TV Horror",1 Season,United States,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Prince of Peoria,2019,"Kids' TV, TV Comedies",2 Seasons,United States,TV Show,TV-G,2019,13.9,20.1,7.7,1.9,167.09
Prosecuting Evil: The Extraordinary World of Ben Ferencz,2019,Documentaries,83 min,Canada,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Put Your Head on My Shoulder,2019,"International TV Shows, Romantic TV Shows, Teen TV Shows",1 Season,China,TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Q Ball,2019,"Documentaries, Sports Movies",96 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
QB1: Beyond the Lights,2019,Docuseries,1 Season,United States,TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Queer Eye: We're in Japan!,2019,"International TV Shows, Reality TV",1 Season,"United States, Japan",TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Quicksand,2019,"Crime TV Shows, International TV Shows, TV Dramas",1 Season,Sweden,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
R.K.Nagar,2019,"Action & Adventure, Comedies, Dramas",132 min,India,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Raising Dion,2019,"Kids' TV, TV Action & Adventure, TV Dramas",1 Season,United States,TV Show,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
Rakkhosh,2019,"Horror Movies, Independent Movies, International Movies",116 min,India,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Rattlesnake,2019,"Horror Movies, Independent Movies, Thrillers",86 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
"Ray Romano: Right Here, Around the Corner",2019,Stand-Up Comedy,59 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Ready to Mingle,2019,"Comedies, International Movies, Romantic Movies",98 min,Mexico,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Reckoning,2019,"Crime TV Shows, TV Dramas, TV Mysteries",1 Season,"Australia, United States",TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
ReMastered: Devil at the Crossroads,2019,"Documentaries, Music & Musicals",49 min,United States,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
ReMastered: Massacre at the Stadium,2019,"Documentaries, Music & Musicals",65 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
ReMastered: The Lion's Share,2019,"Documentaries, Music & Musicals",84 min,Not Given,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
ReMastered: The Miami Showband Massacre,2019,"Documentaries, Music & Musicals",71 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
ReMastered: The Two Killings of Sam Cooke,2019,"Documentaries, Music & Musicals",74 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Revenge of the Pontianak,2019,"Horror Movies, International Movies",92 min,"Singapore, Malaysia",Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Rhythm + Flow,2019,Reality TV,1 Season,United States,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Ricardo Quevedo: Los amargados somos más,2019,Stand-Up Comedy,59 min,Not Given,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
RIDE ON TIME,2019,"Docuseries, International TV Shows",2 Seasons,Not Given,TV Show,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
Rilakkuma and Kaoru,2019,"Anime Series, International TV Shows",1 Season,"Japan, United States",TV Show,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
Rim of the World,2019,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",99 min,United States,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
"River, el más grande siempre",2019,"Documentaries, International Movies, Sports Movies",105 min,Argentina,Movie,TV-G,2019,13.9,20.1,7.7,1.9,167.09
Riverdale,2019,"Crime TV Shows, TV Dramas, TV Mysteries",4 Seasons,United States,TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Rock My Heart,2019,"Children & Family Movies, Dramas, International Movies",110 min,Germany,Movie,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
Rocko's Modern Life: Static Cling,2019,"Children & Family Movies, Comedies, LGBTQ Movies",46 min,United States,Movie,TV-Y7,2019,13.9,20.1,7.7,1.9,167.09
Rogue Warfare,2019,Action & Adventure,103 min,United States,Movie,R,2019,13.9,20.1,7.7,1.9,167.09
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,"Documentaries, Music & Musicals",142 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Roman Empire: Reign of Blood,2019,Docuseries,3 Seasons,"Canada, United States",TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Romance is a bonus book,2019,"International TV Shows, Korean TV Shows, Romantic TV Shows",1 Season,South Korea,TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Romeo Akbar Walter,2019,"Dramas, International Movies, Thrillers",141 min,India,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Ronny Chieng: Asian Comedian Destroys America!,2019,Stand-Up Comedy,63 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Rookie Historian Goo Hae-Ryung,2019,"International TV Shows, Korean TV Shows, Romantic TV Shows",1 Season,South Korea,TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Rotten,2019,"Docuseries, Science & Nature TV",2 Seasons,United States,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Russian Doll,2019,"TV Comedies, TV Dramas",1 Season,United States,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Rust Creek,2019,Thrillers,108 min,United States,Movie,R,2019,13.9,20.1,7.7,1.9,167.09
Saaho,2019,"Action & Adventure, International Movies",172 min,India,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Saavat,2019,"Dramas, Independent Movies, International Movies",118 min,India,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Sacred Games,2019,"Crime TV Shows, International TV Shows, TV Dramas",2 Seasons,"India, United States",TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Sakaling Maging Tayo,2019,"International Movies, Romantic Movies",90 min,Philippines,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Sakho & Mangane,2019,"Crime TV Shows, International TV Shows, TV Dramas",1 Season,Senegal,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Samantha!,2019,"International TV Shows, TV Comedies",2 Seasons,Brazil,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Santa Clarita Diet,2019,"TV Comedies, TV Horror, TV Thrillers",3 Seasons,United States,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Santa Girl,2019,"Children & Family Movies, Comedies, Romantic Movies",91 min,United States,Movie,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
Saverio Raimondo: Il Satiro Parlante,2019,Stand-Up Comedy,53 min,Italy,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Saving Zoë,2019,Dramas,95 min,United States,Movie,R,2019,13.9,20.1,7.7,1.9,167.09
SCAMS,2019,"Crime TV Shows, International TV Shows, TV Dramas",1 Season,Japan,TV Show,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Scarecrow,2019,"Comedies, International Movies",121 min,Egypt,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
School Life,2019,"Comedies, Dramas, International Movies",112 min,France,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Scream,2019,"Crime TV Shows, TV Horror, TV Mysteries",3 Seasons,United States,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Sebastian Maniscalco: Stay Hungry,2019,Stand-Up Comedy,65 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Secret Obsession,2019,Thrillers,98 min,United States,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Secreto bien guardado,2019,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",1 Season,Argentina,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
See You Yesterday,2019,"Dramas, Sci-Fi & Fantasy, Thrillers",87 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Seis Manos,2019,"Anime Series, Crime TV Shows",1 Season,United States,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Seth Meyers: Lobby Baby,2019,Stand-Up Comedy,61 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Seven (Tamil),2019,"Dramas, International Movies, Romantic Movies",111 min,India,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Seven (Telugu),2019,"Dramas, International Movies, Romantic Movies",116 min,Not Given,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Seventeen,2019,"Comedies, Dramas, International Movies",100 min,Spain,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Sextuplets,2019,Comedies,100 min,United States,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Sexy Central,2019,"International TV Shows, Romantic TV Shows, TV Dramas",1 Season,Hong Kong,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
SGT. Will Gardner,2019,Dramas,125 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Shéhérazade,2019,"Dramas, Independent Movies, International Movies",111 min,France,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Shameless (U.S.),2019,"TV Comedies, TV Dramas",10 Seasons,United States,TV Show,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Shanghai Fortress,2019,"Dramas, International Movies, Romantic Movies",107 min,China,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
She Did That,2019,Documentaries,71 min,United States,Movie,TV-PG,2019,13.9,20.1,7.7,1.9,167.09
Shelby American,2019,"Documentaries, Sports Movies",119 min,United States,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Si Doel the Movie 2,2019,"Dramas, International Movies",95 min,Indonesia,Movie,TV-G,2019,13.9,20.1,7.7,1.9,167.09
Sillu Karuppatti,2019,"Comedies, Dramas, Independent Movies",133 min,India,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
Simon Amstell: Set Free,2019,Stand-Up Comedy,52 min,United Kingdom,Movie,TV-MA,2019,13.9,20.1,7.7,1.9,167.09
Sin City,2019,"International Movies, Thrillers",101 min,Not Given,Movie,TV-14,2019,13.9,20.1,7.7,1.9,167.09
